Q8N5Z0	Ensembl	ENSG00000109576
Q6PD74	Ensembl	ENSG00000103591
Q2M2I8	Ensembl	ENSG00000115977
Q9Y478	Ensembl	ENSG00000111725
O43741	Ensembl	ENSG00000131791
P54619	Ensembl	ENSG00000181929
Q9UGJ0	Ensembl	ENSG00000106617
Q9UGI9	Ensembl	ENSG00000115592
Q9H7C9	Ensembl	ENSG00000087884
Q13685	Ensembl	ENSG00000127837
Q13131	Ensembl	ENSG00000132356
P54646	Ensembl	ENSG00000162409
Q9Y312	Ensembl	ENSG00000131043
Q4LEZ3	Ensembl	ENSG00000205002
Q9BTE6	Ensembl	ENSG00000108825
Q9BTE6	Ensembl	ENSG00000266967
Q9UDR5	Ensembl	ENSG00000008311
Q8NHS2	Ensembl	ENSG00000169154
P17174	Ensembl	ENSG00000120053
Q9NY61	Ensembl	ENSG00000275700
Q9NY61	Ensembl	ENSG00000276072
P00505	Ensembl	ENSG00000125166
Q7Z5M8	Ensembl	ENSG00000131969
Q96GS6	Ensembl	ENSG00000129968
Q5VST6	Ensembl	ENSG00000107362
Q6PCB6	Ensembl	ENSG00000136379
Q7Z5R6	Ensembl	ENSG00000077420
P31941	Ensembl	ENSG00000128383
P31941	Ensembl	ENSG00000262156
Q9UH17	Ensembl	ENSG00000179750
Q9NRW3	Ensembl	ENSG00000244509
Q96AK3	Ensembl	ENSG00000243811
Q8IUX4	Ensembl	ENSG00000128394
Q9HC16	Ensembl	ENSG00000239713
Q6NTF7	Ensembl	ENSG00000100298
O95477	Ensembl	ENSG00000165029
Q9BZC7	Ensembl	ENSG00000107331
Q99758	Ensembl	ENSG00000167972
P78363	Ensembl	ENSG00000198691
Q8WWZ7	Ensembl	ENSG00000154265
Q8N139	Ensembl	ENSG00000154262
Q8IZY2	Ensembl	ENSG00000064687
O94911	Ensembl	ENSG00000141338
Q8IUA7	Ensembl	ENSG00000154258
Q8WWZ4	Ensembl	ENSG00000154263
Q86UK0	Ensembl	ENSG00000144452
Q86UQ4	Ensembl	ENSG00000179869
Q2M3G0	Ensembl	ENSG00000004846
Q9NP58	Ensembl	ENSG00000115657
O75027	Ensembl	ENSG00000131269
Q9NP78	Ensembl	ENSG00000150967
Q9NRK6	Ensembl	ENSG00000135776
O95342	Ensembl	ENSG00000073734
Q09428	Ensembl	ENSG00000006071
O60706	Ensembl	ENSG00000069431
Q96J66	Ensembl	ENSG00000121270
P33897	Ensembl	ENSG00000101986
Q9UBJ2	Ensembl	ENSG00000173208
P28288	Ensembl	ENSG00000117528
O14678	Ensembl	ENSG00000119688
P61221	Ensembl	ENSG00000164163
Q8NE71	Ensembl	ENSG00000204574
Q8NE71	Ensembl	ENSG00000206490
Q8NE71	Ensembl	ENSG00000236342
Q8NE71	Ensembl	ENSG00000232169
Q8NE71	Ensembl	ENSG00000225989
Q8NE71	Ensembl	ENSG00000231129
Q8NE71	Ensembl	ENSG00000236149
Q9UG63	Ensembl	ENSG00000285292
Q9UG63	Ensembl	ENSG00000033050
Q9NUQ8	Ensembl	ENSG00000161204
P45844	Ensembl	ENSG00000160179
Q9UNQ0	Ensembl	ENSG00000118777
Q9H172	Ensembl	ENSG00000172350
Q9H222	Ensembl	ENSG00000138075
Q9H221	Ensembl	ENSG00000143921
Q8N2K0	Ensembl	ENSG00000100997
Q0P651	Ensembl	ENSG00000164074
P41238	Ensembl	ENSG00000111701
Q9Y235	Ensembl	ENSG00000124701
Q8WW27	Ensembl	ENSG00000173627
Q6UXT9	Ensembl	ENSG00000168792
Q96SE0	Ensembl	ENSG00000143994
P08910	Ensembl	ENSG00000140526
Q8WU67	Ensembl	ENSG00000158201
Q8TB40	Ensembl	ENSG00000100439
Q8WTS1	Ensembl	ENSG00000011198
Q9BV23	Ensembl	ENSG00000163686
Q96I13	Ensembl	ENSG00000127220
Q9NUJ1	Ensembl	ENSG00000144827
Q8NFV4	Ensembl	ENSG00000106077
Q7L211	Ensembl	ENSG00000139826
Q9BUJ0	Ensembl	ENSG00000248487
Q96IU4	Ensembl	ENSG00000114779
O95870	Ensembl	ENSG00000204427
O95870	Ensembl	ENSG00000206403
O95870	Ensembl	ENSG00000230475
O95870	Ensembl	ENSG00000236063
O95870	Ensembl	ENSG00000235676
O95870	Ensembl	ENSG00000231488
O95870	Ensembl	ENSG00000224552
Q9H3Z7	Ensembl	ENSG00000183260
Q8IZP0	Ensembl	ENSG00000136754
Q9NYB9	Ensembl	ENSG00000138443
Q9P2A4	Ensembl	ENSG00000108798
Q9NX38	Ensembl	ENSG00000119328
P00519	Ensembl	ENSG00000097007
P42684	Ensembl	ENSG00000143322
O14639	Ensembl	ENSG00000099204
Q6H8Q1	Ensembl	ENSG00000163995
O94929	Ensembl	ENSG00000173210
Q9P1F3	Ensembl	ENSG00000146386
Q8N0Z2	Ensembl	ENSG00000174429
Q6UWZ7	Ensembl	ENSG00000163322
Q15018	Ensembl	ENSG00000165660
Q12979	Ensembl	ENSG00000159842
Q12979	Ensembl	ENSG00000276016
Q12979	Ensembl	ENSG00000278741
Q9ULW3	Ensembl	ENSG00000146109
Q969K4	Ensembl	ENSG00000114626
Q8N961	Ensembl	ENSG00000166016
Q13085	Ensembl	ENSG00000275176
Q13085	Ensembl	ENSG00000278540
O00763	Ensembl	ENSG00000076555
Q9UKU7	Ensembl	ENSG00000151498
Q9H845	Ensembl	ENSG00000177646
P28330	Ensembl	ENSG00000115361
P11310	Ensembl	ENSG00000117054
P16219	Ensembl	ENSG00000122971
P49748	Ensembl	ENSG00000072778
Q15027	Ensembl	ENSG00000072818
Q15027	Ensembl	ENSG00000288169
Q15057	Ensembl	ENSG00000114331
Q96P50	Ensembl	ENSG00000131584
O00400	Ensembl	ENSG00000169359
Q8NC06	Ensembl	ENSG00000181513
Q5T8D3	Ensembl	ENSG00000107897
Q9BR61	Ensembl	ENSG00000230124
Q8N6N7	Ensembl	ENSG00000176244
Q96GR2	Ensembl	ENSG00000103740
Q5FVE4	Ensembl	ENSG00000130377
P07108	Ensembl	ENSG00000155368
Q6JQN1	Ensembl	ENSG00000111271
Q709F0	Ensembl	ENSG00000240303
P45954	Ensembl	ENSG00000196177
Q96AP0	Ensembl	ENSG00000102977
Q9BYF1	Ensembl	ENSG00000130234
Q8TDN7	Ensembl	ENSG00000167769
Q5QJU3	Ensembl	ENSG00000177076
Q9NUN7	Ensembl	ENSG00000078124
P22303	Ensembl	ENSG00000087085
P12821	Ensembl	ENSG00000159640
Q9GZZ6	Ensembl	ENSG00000129749
Q15822	Ensembl	ENSG00000120903
P32297	Ensembl	ENSG00000080644
P43681	Ensembl	ENSG00000101204
P30532	Ensembl	ENSG00000169684
Q15825	Ensembl	ENSG00000147434
P36544	Ensembl	ENSG00000175344
Q9UGM1	Ensembl	ENSG00000174343
P02708	Ensembl	ENSG00000138435
P17787	Ensembl	ENSG00000160716
Q05901	Ensembl	ENSG00000147432
P30926	Ensembl	ENSG00000117971
P11230	Ensembl	ENSG00000170175
P11230	Ensembl	ENSG00000283946
Q07001	Ensembl	ENSG00000135902
Q04844	Ensembl	ENSG00000108556
P07510	Ensembl	ENSG00000196811
Q9UKV3	Ensembl	ENSG00000100813
Q07912	Ensembl	ENSG00000061938
Q6P4H8	Ensembl	ENSG00000150756
Q16570	Ensembl	ENSG00000213088
O00590	Ensembl	ENSG00000144648
P25106	Ensembl	ENSG00000144476
Q9NPB9	Ensembl	ENSG00000129048
Q5JWF8	Ensembl	ENSG00000182584
O96019	Ensembl	ENSG00000136518
O94805	Ensembl	ENSG00000077080
Q9Y615	Ensembl	ENSG00000187003
Q9Y614	Ensembl	ENSG00000148156
P53396	Ensembl	ENSG00000131473
P11229	Ensembl	ENSG00000168539
P08172	Ensembl	ENSG00000181072
P20309	Ensembl	ENSG00000133019
P08173	Ensembl	ENSG00000180720
P08912	Ensembl	ENSG00000184984
Q8WXI4	Ensembl	ENSG00000162390
Q8WYK0	Ensembl	ENSG00000172497
Q9NPJ3	Ensembl	ENSG00000112304
P21399	Ensembl	ENSG00000122729
O00767	Ensembl	ENSG00000099194
Q99798	Ensembl	ENSG00000100412
Q86TX2	Ensembl	ENSG00000184227
P49753	Ensembl	ENSG00000119673
Q8N9L9	Ensembl	ENSG00000177465
Q3I5F7	Ensembl	ENSG00000205669
O14734	Ensembl	ENSG00000101473
Q9Y305	Ensembl	ENSG00000123130
Q15067	Ensembl	ENSG00000161533
Q99424	Ensembl	ENSG00000168306
O15254	Ensembl	ENSG00000087008
Q9NUZ1	Ensembl	ENSG00000153093
Q6ZNF0	Ensembl	ENSG00000183760
P13798	Ensembl	ENSG00000164062
O14561	Ensembl	ENSG00000004779
Q8NEB7	Ensembl	ENSG00000111644
Q96QF7	Ensembl	ENSG00000147174
P10323	Ensembl	ENSG00000100312
P10323	Ensembl	ENSG00000283539
Q08AH3	Ensembl	ENSG00000183747
Q68CK6	Ensembl	ENSG00000066813
Q9NUB1	Ensembl	ENSG00000154930
Q9NR19	Ensembl	ENSG00000131069
Q96CM8	Ensembl	ENSG00000167107
Q4G176	Ensembl	ENSG00000176715
Q4L235	Ensembl	ENSG00000157426
P33121	Ensembl	ENSG00000151726
O95573	Ensembl	ENSG00000123983
O60488	Ensembl	ENSG00000068366
Q9ULC5	Ensembl	ENSG00000197142
Q9UKU0	Ensembl	ENSG00000164398
Q08AH1	Ensembl	ENSG00000166743
Q53FZ2	Ensembl	ENSG00000005187
P0C7M7	Ensembl	ENSG00000215009
Q6NUN0	Ensembl	ENSG00000183549
Q6P461	Ensembl	ENSG00000173124
Q9H6R3	Ensembl	ENSG00000111058
P62736	Ensembl	ENSG00000107796
Q562R1	Ensembl	ENSG00000169067
P60709	Ensembl	ENSG00000075624
P68032	Ensembl	ENSG00000159251
P63261	Ensembl	ENSG00000184009
Q01718	Ensembl	ENSG00000185231
P63267	Ensembl	ENSG00000163017
Q9H568	Ensembl	ENSG00000117148
Q8TC94	Ensembl	ENSG00000181786
P12814	Ensembl	ENSG00000072110
P35609	Ensembl	ENSG00000077522
Q08043	Ensembl	ENSG00000248746
O43707	Ensembl	ENSG00000130402
O43707	Ensembl	ENSG00000282844
P68133	Ensembl	ENSG00000143632
Q8TDG2	Ensembl	ENSG00000123165
Q8TDY3	Ensembl	ENSG00000169717
Q9BYD9	Ensembl	ENSG00000184378
P42025	Ensembl	ENSG00000115073
P61163	Ensembl	ENSG00000138107
P36896	Ensembl	ENSG00000135503
Q8NER5	Ensembl	ENSG00000123612
P37023	Ensembl	ENSG00000139567
Q04771	Ensembl	ENSG00000115170
Q03154	Ensembl	ENSG00000243989
P45381	Ensembl	ENSG00000108381
Q96HD9	Ensembl	ENSG00000132744
P07311	Ensembl	ENSG00000119640
P14621	Ensembl	ENSG00000170634
O14672	Ensembl	ENSG00000137845
O75078	Ensembl	ENSG00000073670
O43184	Ensembl	ENSG00000148848
Q13444	Ensembl	ENSG00000143537
P78536	Ensembl	ENSG00000151694
Q9Y3Q7	Ensembl	ENSG00000168619
Q9Y3Q7	Ensembl	ENSG00000278548
Q9H013	Ensembl	ENSG00000135074
P35348	Ensembl	ENSG00000120907
P35368	Ensembl	ENSG00000170214
P25100	Ensembl	ENSG00000171873
O43506	Ensembl	ENSG00000134007
Q9UKJ8	Ensembl	ENSG00000139985
Q9P0K1	Ensembl	ENSG00000008277
O75077	Ensembl	ENSG00000114948
Q9UKQ2	Ensembl	ENSG00000042980
Q9UKF5	Ensembl	ENSG00000168594
P08913	Ensembl	ENSG00000150594
P18089	Ensembl	ENSG00000274286
P18825	Ensembl	ENSG00000184160
Q9NZK5	Ensembl	ENSG00000093072
Q9UKF2	Ensembl	ENSG00000134249
Q8TC27	Ensembl	ENSG00000197140
Q8TC27	Ensembl	ENSG00000275594
Q9BZ11	Ensembl	ENSG00000149451
Q96M93	Ensembl	ENSG00000164113
Q8NCV1	Ensembl	ENSG00000140955
Q6DHV7	Ensembl	ENSG00000168803
Q99965	Ensembl	ENSG00000104755
Q99965	Ensembl	ENSG00000276286
Q9H2U9	Ensembl	ENSG00000069206
P78325	Ensembl	ENSG00000151651
Q13443	Ensembl	ENSG00000168615
O75689	Ensembl	ENSG00000105963
Q9NPF8	Ensembl	ENSG00000184060
O00116	Ensembl	ENSG00000018510
Q9BUB4	Ensembl	ENSG00000065457
Q7Z6V5	Ensembl	ENSG00000189007
Q96EY9	Ensembl	ENSG00000213638
P00813	Ensembl	ENSG00000196839
Q86TW2	Ensembl	ENSG00000063761
Q7Z695	Ensembl	ENSG00000133597
Q3MIX3	Ensembl	ENSG00000173137
Q3MIX3	Ensembl	ENSG00000285451
Q6P093	Ensembl	ENSG00000197953
Q6P093	Ensembl	ENSG00000261846
Q5VUY0	Ensembl	ENSG00000188984
Q5VUY2	Ensembl	ENSG00000204518
Q08828	Ensembl	ENSG00000164742
Q08462	Ensembl	ENSG00000078295
O60266	Ensembl	ENSG00000138031
Q8NFM4	Ensembl	ENSG00000129467
Q8NFM4	Ensembl	ENSG00000284814
O95622	Ensembl	ENSG00000173175
O43306	Ensembl	ENSG00000174233
P51828	Ensembl	ENSG00000121281
P40145	Ensembl	ENSG00000155897
O60503	Ensembl	ENSG00000162104
Q96PN6	Ensembl	ENSG00000143199
P35611	Ensembl	ENSG00000087274
P35612	Ensembl	ENSG00000075340
Q9UEY8	Ensembl	ENSG00000148700
O15204	Ensembl	ENSG00000134028
Q8N7X0	Ensembl	ENSG00000118492
P07327	Ensembl	ENSG00000187758
P00325	Ensembl	ENSG00000196616
P00326	Ensembl	ENSG00000248144
P08319	Ensembl	ENSG00000198099
P28332	Ensembl	ENSG00000172955
P40394	Ensembl	ENSG00000196344
P11766	Ensembl	ENSG00000197894
Q0VDE8	Ensembl	ENSG00000182035
Q5T7M4	Ensembl	ENSG00000184163
Q15848	Ensembl	ENSG00000181092
Q9Y2D8	Ensembl	ENSG00000117155
Q15847	Ensembl	ENSG00000148671
P55263	Ensembl	ENSG00000156110
Q7Z4H4	Ensembl	ENSG00000128165
C9JUS6	Ensembl	ENSG00000224420
P35318	Ensembl	ENSG00000148926
Q6IQ32	Ensembl	ENSG00000101544
Q9H2P0	Ensembl	ENSG00000101126
Q9BRR6	Ensembl	ENSG00000159322
Q9NRN7	Ensembl	ENSG00000149313
P54922	Ensembl	ENSG00000144843
Q3LIE5	Ensembl	ENSG00000170222
Q9NX46	Ensembl	ENSG00000116863
P08588	Ensembl	ENSG00000043591
P07550	Ensembl	ENSG00000169252
P13945	Ensembl	ENSG00000188778
Q16186	Ensembl	ENSG00000130706
P22570	Ensembl	ENSG00000161513
Q9Y6U3	Ensembl	ENSG00000006747
P12235	Ensembl	ENSG00000151729
P05141	Ensembl	ENSG00000005022
P12236	Ensembl	ENSG00000169100
Q9H0C2	Ensembl	ENSG00000151475
Q96IZ2	Ensembl	ENSG00000111863
P10109	Ensembl	ENSG00000137714
Q8IUX7	Ensembl	ENSG00000106624
Q6ZN18	Ensembl	ENSG00000139154
Q96SZ5	Ensembl	ENSG00000181915
Q6UXC1	Ensembl	ENSG00000177943
Q8WTP8	Ensembl	ENSG00000181026
P55197	Ensembl	ENSG00000078403
P55198	Ensembl	ENSG00000275851
P55198	Ensembl	ENSG00000275023
Q8TED9	Ensembl	ENSG00000157510
Q8N4X5	Ensembl	ENSG00000169129
Q13015	Ensembl	ENSG00000213190
P42568	Ensembl	ENSG00000171843
P55196	Ensembl	ENSG00000130396
P43652	Ensembl	ENSG00000079557
Q8N556	Ensembl	ENSG00000196526
P51825	Ensembl	ENSG00000172493
P51816	Ensembl	ENSG00000155966
P51826	Ensembl	ENSG00000144218
Q9UHB7	Ensembl	ENSG00000072364
Q8WV93	Ensembl	ENSG00000135537
Q8NB90	Ensembl	ENSG00000145375
Q9Y4W6	Ensembl	ENSG00000141385
Q6ULP2	Ensembl	ENSG00000119844
Q5BKT4	Ensembl	ENSG00000139133
Q5I7T1	Ensembl	ENSG00000175548
C9J202	Ensembl	ENSG00000251287
P06280	Ensembl	ENSG00000102393
Q9UPQ3	Ensembl	ENSG00000157985
Q99490	Ensembl	ENSG00000135439
Q96P47	Ensembl	ENSG00000133612
Q96P64	Ensembl	ENSG00000188234
A6NIR3	Ensembl	ENSG00000172650
Q5VW22	Ensembl	ENSG00000204149
Q5VTM2	Ensembl	ENSG00000204172
P52594	Ensembl	ENSG00000173744
O95081	Ensembl	ENSG00000106351
Q8N302	Ensembl	ENSG00000164252
Q53H12	Ensembl	ENSG00000006530
Q53H12	Ensembl	ENSG00000262327
O95394	Ensembl	ENSG00000013375
Q9UL18	Ensembl	ENSG00000092847
Q9UKV8	Ensembl	ENSG00000123908
Q9H9G7	Ensembl	ENSG00000126070
Q9HCK5	Ensembl	ENSG00000134698
O95994	Ensembl	ENSG00000106541
Q8TD06	Ensembl	ENSG00000173467
Q86SQ6	Ensembl	ENSG00000197177
Q96PE1	Ensembl	ENSG00000020181
Q8IWK6	Ensembl	ENSG00000152990
O14514	Ensembl	ENSG00000181790
O60241	Ensembl	ENSG00000121753
O60242	Ensembl	ENSG00000135298
Q6QNK2	Ensembl	ENSG00000111452
Q7Z7M1	Ensembl	ENSG00000180264
Q14246	Ensembl	ENSG00000174837
Q9UHX3	Ensembl	ENSG00000127507
Q9BY15	Ensembl	ENSG00000131355
P48960	Ensembl	ENSG00000123146
Q5T601	Ensembl	ENSG00000153292
Q8IZF7	Ensembl	ENSG00000164393
Q8IZF5	Ensembl	ENSG00000173567
Q8IZF3	Ensembl	ENSG00000153294
Q8IZF2	Ensembl	ENSG00000069122
Q9Y653	Ensembl	ENSG00000205336
Q8IZP9	Ensembl	ENSG00000173698
Q86Y34	Ensembl	ENSG00000182885
Q8IZF6	Ensembl	ENSG00000156920
Q8IZF4	Ensembl	ENSG00000159618
Q86SQ4	Ensembl	ENSG00000112414
Q96K78	Ensembl	ENSG00000144820
O00468	Ensembl	ENSG00000188157
O94910	Ensembl	ENSG00000072071
O94910	Ensembl	ENSG00000288324
O95490	Ensembl	ENSG00000117114
Q9HAR2	Ensembl	ENSG00000150471
Q9HBW9	Ensembl	ENSG00000162618
O00253	Ensembl	ENSG00000159723
Q8WXG9	Ensembl	ENSG00000164199
Q9BYV1	Ensembl	ENSG00000113492
P30556	Ensembl	ENSG00000144891
P50052	Ensembl	ENSG00000180772
Q5TGY3	Ensembl	ENSG00000126705
Q8N157	Ensembl	ENSG00000135541
Q8IVF2	Ensembl	ENSG00000185567
Q09666	Ensembl	ENSG00000124942
A9YTQ3	Ensembl	ENSG00000286169
P35869	Ensembl	ENSG00000106546
O95433	Ensembl	ENSG00000100591
Q9NZD4	Ensembl	ENSG00000169877
Q9GZX7	Ensembl	ENSG00000111732
Q96BJ3	Ensembl	ENSG00000186063
Q9BQI0	Ensembl	ENSG00000126878
P55008	Ensembl	ENSG00000204472
P55008	Ensembl	ENSG00000206428
P55008	Ensembl	ENSG00000235985
P55008	Ensembl	ENSG00000237727
P55008	Ensembl	ENSG00000234836
P55008	Ensembl	ENSG00000235588
O95831	Ensembl	ENSG00000156709
Q96NN9	Ensembl	ENSG00000183773
Q9NVV5	Ensembl	ENSG00000146416
O14862	Ensembl	ENSG00000163568
Q12904	Ensembl	ENSG00000164022
Q13155	Ensembl	ENSG00000106305
Q16352	Ensembl	ENSG00000148798
Q9NZN9	Ensembl	ENSG00000129221
O00170	Ensembl	ENSG00000110711
O43918	Ensembl	ENSG00000160224
Q9UKB5	Ensembl	ENSG00000196581
C9J069	Ensembl	ENSG00000232434
Q96IF1	Ensembl	ENSG00000129474
Q02040	Ensembl	ENSG00000197976
P14550	Ensembl	ENSG00000117448
O60218	Ensembl	ENSG00000198074
C9JRZ8	Ensembl	ENSG00000227471
Q04828	Ensembl	ENSG00000187134
P52895	Ensembl	ENSG00000151632
P42330	Ensembl	ENSG00000196139
P17516	Ensembl	ENSG00000198610
P51857	Ensembl	ENSG00000122787
Q53H64	Ensembl	ENSG00000167117
O43572	Ensembl	ENSG00000108599
Q9UKA4	Ensembl	ENSG00000023516
Q02952	Ensembl	ENSG00000131016
Q86UN6	Ensembl	ENSG00000186471
O43687	Ensembl	ENSG00000118507
P0CW23	Ensembl	ENSG00000231824
Q92667	Ensembl	ENSG00000121057
O75969	Ensembl	ENSG00000111254
Q5JQC9	Ensembl	ENSG00000147081
P24588	Ensembl	ENSG00000179841
Q13023	Ensembl	ENSG00000151320
O43823	Ensembl	ENSG00000105127
Q99996	Ensembl	ENSG00000127914
Q5T2L2	Ensembl	ENSG00000264006
Q96JD6	Ensembl	ENSG00000165568
Q495B1	Ensembl	ENSG00000166839
A6NHY2	Ensembl	ENSG00000189045
Q9P2G1	Ensembl	ENSG00000001629
Q9NQ31	Ensembl	ENSG00000166452
Q9NWT8	Ensembl	ENSG00000175756
Q9H9L7	Ensembl	ENSG00000174574
Q53H80	Ensembl	ENSG00000135334
Q7Z591	Ensembl	ENSG00000106948
Q5T1N1	Ensembl	ENSG00000162641
Q12802	Ensembl	ENSG00000170776
Q9ULX6	Ensembl	ENSG00000011243
P31749	Ensembl	ENSG00000142208
P31751	Ensembl	ENSG00000105221
Q9Y243	Ensembl	ENSG00000117020
Q9Y243	Ensembl	ENSG00000275199
Q9H8T0	Ensembl	ENSG00000166971
Q96B36	Ensembl	ENSG00000204673
Q8N8R7	Ensembl	ENSG00000152219
P00352	Ensembl	ENSG00000165092
O94788	Ensembl	ENSG00000128918
P47895	Ensembl	ENSG00000184254
P30837	Ensembl	ENSG00000137124
O75891	Ensembl	ENSG00000144908
Q3SY69	Ensembl	ENSG00000136010
Q60I27	Ensembl	ENSG00000178038
P30838	Ensembl	ENSG00000108602
P51648	Ensembl	ENSG00000072210
P43353	Ensembl	ENSG00000006534
P48448	Ensembl	ENSG00000132746
P30038	Ensembl	ENSG00000159423
P20292	Ensembl	ENSG00000132965
P49419	Ensembl	ENSG00000164904
Q9H2A2	Ensembl	ENSG00000118514
P49189	Ensembl	ENSG00000143149
P24298	Ensembl	ENSG00000167701
Q8TD30	Ensembl	ENSG00000166123
P02768	Ensembl	ENSG00000163631
P05091	Ensembl	ENSG00000111275
P04075	Ensembl	ENSG00000149925
P05062	Ensembl	ENSG00000136872
P09972	Ensembl	ENSG00000109107
P15121	Ensembl	ENSG00000085662
P84996	Ensembl	ENSG00000087460
Q2TAA5	Ensembl	ENSG00000253710
Q9BV10	Ensembl	ENSG00000182858
Q9NP73	Ensembl	ENSG00000101901
Q96F25	Ensembl	ENSG00000172339
Q6GMV1	Ensembl	ENSG00000189366
Q9BT22	Ensembl	ENSG00000033011
Q9H553	Ensembl	ENSG00000119523
Q92685	Ensembl	ENSG00000214160
Q9Y673	Ensembl	ENSG00000120697
Q9Y672	Ensembl	ENSG00000088035
Q9BVK2	Ensembl	ENSG00000159063
Q9H6U8	Ensembl	ENSG00000086848
Q13686	Ensembl	ENSG00000100601
Q6NS38	Ensembl	ENSG00000189046
Q96Q83	Ensembl	ENSG00000166199
Q9NXW9	Ensembl	ENSG00000160993
Q6P6C2	Ensembl	ENSG00000091542
Q3KRA9	Ensembl	ENSG00000239382
Q9BT30	Ensembl	ENSG00000125652
Q96BT7	Ensembl	ENSG00000137760
Q6UXT8	Ensembl	ENSG00000196711
Q6UX46	Ensembl	ENSG00000189292
Q6ZNB7	Ensembl	ENSG00000187546
Q9UM73	Ensembl	ENSG00000171094
Q8N6M5	Ensembl	ENSG00000151360
Q8TCU4	Ensembl	ENSG00000116127
Q96QP1	Ensembl	ENSG00000073331
Q86TB3	Ensembl	ENSG00000198796
Q96L96	Ensembl	ENSG00000136383
P55789	Ensembl	ENSG00000127554
P35858	Ensembl	ENSG00000099769
Q15699	Ensembl	ENSG00000180318
O95076	Ensembl	ENSG00000156150
Q9H161	Ensembl	ENSG00000052850
Q9UHK6	Ensembl	ENSG00000242110
Q9NP70	Ensembl	ENSG00000178522
